formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
Sm,Se,33.95681901,27.20880463,150.36,78.96,2076,958,38,8.3,3,16,198,120,7353,4819,1.21,0,1.17,2.55,5.6437,9.75239,0,0.799,-4.713379635,-3.47079191,4.050607032,3.728679007,5.103445064,4.697841169,0,0,33.23,25.92,9500,2200,3100,6000,0.196,0.321,29.54,25.363,8.62,6.69,33.14,29.81,0,0,0,0,1,0,1,0,0,0,0,1,1345,494,23,89,185,118,8,2,8,16,0,0,0,10,8,0,6,0,0,2,0,4,0,0,2,2,62,34,28.8,3.77,6,4,20,3.7,166,14,12,2,3.61456,2.364,"[1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Sm,Sr,33.95681901,55.32313078,150.36,87.62,2076,1655,38,0,3,2,198,195,7353,2630,1.21,0.84,1.17,0.95,5.6437,5.69485,0,0,-4.713379635,-1.6828136,4.050607032,4.768954732,5.103445064,6.008506453,0,0,33.23,54.23,9500,4200,3100,3000,0.196,0.306,29.54,26.79,8.62,7.43,33.14,56.08,0,1,0,0,1,0,1,1,0,0,0,0,1345,1050,23,8,185,212,8,0,8,2,0,0,0,0,8,0,6,0,0,0,0,0,0,0,2,2,62,38,28.8,25.55,6,5,20,6.1,166,225,12,12,3.61456,4.26546,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sm,Ta,33.95681901,18.04672956,150.36,180.94788,2076,5731,38,200,3,5,198,170,7353,16650,1.21,1.63,1.17,1.5,5.6437,7.54957,0,0,-4.713379635,-11.85139954,4.050607032,3.309248619,5.103445064,4.169391995,0,0,33.23,18.12,9500,2300,3100,4800,0.196,0.14,29.54,25.36,8.62,36.57,33.14,17.65,0,0,0,1,1,0,1,1,0,0,0,0,1345,3290,23,48,185,145,8,7,8,19,0,7,0,3,8,0,6,14,0,0,0,0,0,0,2,2,62,73,28.8,13.1,6,6,20,69,166,229,12,8,3.61456,2.8727,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sm,Tc,33.95681901,14.15101151,150.36,98,2076,4538,38,0,3,7,198,147,7353,11500,1.21,1.81,1.17,1.9,5.6437,7.28,0,0,-4.713379635,-10.3551512,4.050607032,3.057056135,5.103445064,3.851649375,0,0,33.23,14.285,9500,0,3100,0,0.196,0,29.54,0,8.62,33.29,33.14,14.22,0,0,0,1,1,0,1,1,0,0,0,0,1345,2430,23,53,185,136,8,5,8,7,0,5,0,5,8,0,6,0,0,0,0,0,0,0,2,2,62,43,28.8,11.4,6,5,20,0,166,194,12,12,3.61456,2.72536,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sm,Ti,33.95681901,17.63631716,150.36,47.867,2076,3560,38,110,3,4,198,160,7353,4507,1.21,1.52,1.17,1.54,5.6437,6.82812,0,0,-4.713379635,-7.77522712,4.050607032,3.219799121,5.103445064,4.056692689,0,2.25E-05,33.23,16.69,9500,1100,3100,1600,0.196,0.524,29.54,25.06,8.62,14.15,33.14,17.67,0,0,0,1,1,0,1,1,0,0,0,0,1345,1941,23,43,185,142,8,8,8,4,0,8,0,2,8,0,6,0,0,0,0,0,0,0,2,2,62,22,28.8,14.6,6,4,20,44,166,194,12,8,3.61456,2.70452,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sm,V,33.95681901,13.84489822,150.36,50.9415,2076,3680,38,160,3,5,198,153,7353,6110,1.21,1.64,1.17,1.63,5.6437,6.74619,0,0,-4.713379635,-8.93926069,4.050607032,2.963255488,5.103445064,3.733467966,0,0,33.23,13.01,9500,3300,3100,3400,0.196,0.489,29.54,24.89,8.62,21.5,33.14,13.88,0,0,0,1,1,0,1,1,0,0,0,0,1345,2183,23,46,185,134,8,7,8,5,0,7,0,3,8,0,6,0,0,0,0,0,0,0,2,2,62,23,28.8,12.4,6,4,20,47,166,229,12,8,3.61456,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sm,W,33.95681901,15.85873442,150.36,183.84,2076,5828,38,310,3,6,198,162,7353,19250,1.21,1.81,1.17,2.36,5.6437,7.86403,0,0,-4.713379635,-12.95880062,4.050607032,3.178105751,5.103445064,4.004162334,0,0,33.23,16.05,9500,7000,3100,4300,0.196,0.132,29.54,24.27,8.62,52.31,33.14,15.85,0,0,0,1,1,0,1,1,0,0,0,0,1345,3695,23,51,185,135,8,6,8,20,0,6,0,4,8,0,6,14,0,0,0,0,0,0,2,2,62,74,28.8,11.1,6,6,20,161,166,229,12,8,3.61456,2.76038,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Ag,26.96678526,17.07564795,118.71,107.8682,2875,2435,58,100,14,11,139,145,7310,10490,1.24,1.36,1.96,1.93,7.34392,7.57623,0,0,-3.96104709,-2.76539356,4.052840562,3.196480506,5.106259136,4.027313074,0,0,33.285,16.33,2600,1200,1600,1400,0.227,0.235,26.99,25.35,7.15,11.3,27.05,17.05,0,0,0,1,0,0,1,1,0,0,0,0,505.08,1234.93,80,65,155,144,4,1,14,11,0,0,10,10,0,0,0,0,4,0,2,0,0,1,2,1,50,47,7.06,6.99,5,5,18,30,141,225,4,12,2.87792,2.94195,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Au,26.96678526,16.94706362,118.71,196.966569,2875,3129,58,220,14,11,139,136,7310,19300,1.24,1.57,1.96,2.54,7.34392,9.22553,0,0,-3.96104709,-3.20969261,4.052840562,3.220442052,5.106259136,4.057502731,0,0,33.285,16.7,2600,1100,1600,1000,0.227,0.129,26.99,25.418,7.15,12.55,27.05,16.96,0,0,0,1,0,0,1,1,0,0,0,0,505.08,1337.33,80,66,155,143,4,1,14,25,0,0,10,10,0,0,0,14,4,0,2,0,0,1,2,1,50,79,7.06,5.8,5,6,18,27,141,225,4,12,2.87792,2.94955,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
Sn,C,26.96678526,8.825089715,118.71,12.0107,2875,4300,58,33,14,14,139,76,7310,2260,1.24,1.77,1.96,2.55,7.34392,11.2603,0,4.496,-3.96104709,-9.209713655,4.052840562,2.242692341,5.106259136,2.825615289,0,0,33.285,5.64,2600,500,1600,500,0.227,0.709,26.99,8.517,7.15,117.4,27.05,5.67,0,0,0,0,0,0,1,0,0,0,0,1,505.08,3823,80,77,155,77,4,4,14,4,0,0,10,0,0,0,0,0,4,4,2,2,0,0,2,2,50,6,7.06,1.67,5,2,18,0,141,194,4,3,2.87792,1.42409,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Ca,26.96678526,42.9371873,118.71,40.078,2875,1757,58,17,14,2,139,176,7310,1550,1.24,0.91,1.96,1,7.34392,6.11316,0,0,-3.96104709,-1.948329565,4.052840562,4.227260324,5.106259136,5.326014266,0,0,33.285,37.77,2600,3900,1600,1500,0.227,0.647,26.99,25.929,7.15,8.54,27.05,44.19,0,1,0,0,0,0,1,1,0,0,0,0,505.08,1115,80,7,155,201,4,0,14,2,0,0,10,0,0,0,0,0,4,0,2,0,0,0,2,2,50,20,7.06,25.73333333,5,4,18,7.4,141,225,4,12,2.87792,3.89661,"[1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0]"
Sn,Cr,26.96678526,12.09293747,118.71,51.9961,2875,2944,58,160,14,6,139,139,7310,7140,1.24,1.73,1.96,1.66,7.34392,6.76651,0,0,-3.96104709,-9.50571654,4.052840562,2.818080279,5.106259136,3.550558664,0,0,33.285,11.19,2600,3100,1600,4100,0.227,0.449,26.99,23.35,7.15,21,27.05,12.01,0,0,0,1,0,0,1,1,0,0,0,0,505.08,2180,80,49,155,130,4,6,14,6,0,5,10,5,0,0,0,0,4,0,2,0,0,1,2,1,50,24,7.06,11.6,5,4,18,115,141,229,4,8,2.87792,2.46785,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Cu,26.96678526,11.82994193,118.71,63.546,2875,3200,58,140,14,11,139,132,7310,8920,1.24,1.47,1.96,1.9,7.34392,7.72638,0,0,-3.96104709,-3.68065482,4.052840562,2.807970487,5.106259136,3.537821124,0,0,33.285,11.07,2600,1600,1600,1500,0.227,0.385,26.99,24.44,7.15,13.6,27.05,11.81,0,0,0,1,0,0,1,1,0,0,0,0,505.08,1357.77,80,64,155,126,4,1,14,11,0,0,10,10,0,0,0,0,4,0,2,0,0,1,2,1,50,29,7.06,6.15,5,4,18,48,141,225,4,12,2.87792,2.55719,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Er,26.96678526,30.63606837,118.71,167.259,2875,3141,58,44,14,3,139,189,7310,9066,1.24,1.23,1.96,1.24,7.34392,6.1077,0,0,-3.96104709,-4.563633745,4.052840562,3.940150647,5.106259136,4.964278739,0,0,33.285,30.585,2600,9500,1600,3100,0.227,0.168,26.99,28.12,7.15,19.9,27.05,30.67,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1770,80,35,155,175,4,2,14,14,0,0,10,0,0,2,0,12,4,0,2,0,0,0,2,2,50,68,7.06,22.7,5,6,18,28,141,194,4,12,2.87792,3.46096,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0]"
Sn,Eu,26.96678526,48.12129236,118.71,151.964,2875,1800,58,8.3,14,3,139,198,7310,5244,1.24,0.88,1.96,1.185,7.34392,5.67038,0,0,-3.96104709,-1.82958684,4.052840562,4.177811939,5.106259136,5.263713205,0,0,33.285,36.46,2600,9500,1600,3100,0.227,0.182,26.99,27.66,7.15,9.21,27.05,48.53,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1095,80,25,155,196,4,7,14,9,0,0,10,0,0,7,0,7,4,0,2,0,0,0,2,2,50,63,7.06,27.7,5,6,18,7.9,141,229,4,12,2.87792,4.00957,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0]"
Sn,Fe,26.96678526,11.77736497,118.71,55.845,2875,3134,58,170,14,8,139,132,7310,7874,1.24,1.77,1.96,1.83,7.34392,7.9024,0,0,-3.96104709,-8.28548436,4.052840562,2.778923379,5.106259136,3.501224062,0,2.1106628,33.285,10.73,2600,2400,1600,1400,0.227,0.449,26.99,25.1,7.15,13.81,27.05,11.78,0,0,0,1,0,0,1,1,0,0,0,0,505.08,1811,80,55,155,125,4,4,14,8,0,4,10,6,0,0,0,0,4,0,2,0,0,0,2,2,50,26,7.06,8.4,5,4,18,82,141,229,4,8,2.87792,2.46654,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Ge,26.96678526,22.66097638,118.71,72.64,2875,3093,58,0,14,14,139,120,7310,5323,1.24,1.37,1.96,2.01,7.34392,7.89943,0,0.383,-3.96104709,-4.616039545,4.052840562,3.583307493,5.106259136,4.514684539,0,0,33.285,23.005,2600,5300,1600,1900,0.227,0.32,26.99,23.222,7.15,36.94,27.05,22.23,0,0,0,0,0,0,1,0,0,1,0,0,505.08,1211.4,80,79,155,114,4,4,14,14,0,0,10,10,0,0,0,0,4,4,2,2,0,0,2,2,50,32,7.06,5.84,5,4,18,0,141,225,4,4,2.87792,2.49539,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,He,26.96678526,37236.03556,118.71,4.002602,2875,4.07,58,0,14,18,139,28,7310,0.1785,1.24,0,1.96,0,7.34392,24.587387,0,18.098,-3.96104709,0.0011354,4.052840562,2.908733088,5.106259136,3.664774046,0,0,33.285,12.305,2600,3200,1600,3900,0.227,5.13,26.99,20.786,7.15,0,27.05,19.08,0,0,0,0,0,0,1,0,0,0,0,1,505.08,0,80,98,155,0,4,0,14,2,0,0,10,0,0,0,0,0,4,0,2,0,0,0,2,2,50,2,7.06,0.2050522,5,1,18,0,141,225,4,8,2.87792,2.73717,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Ho,26.96678526,31.14037991,118.71,164.93032,2875,2973,58,40,14,3,139,192,7310,8795,1.24,1.22,1.96,1.23,7.34392,6.0215,0,0,-3.96104709,-4.577416877,4.052840562,3.946510119,5.106259136,4.972291172,0,0,33.285,30.73333333,2600,9500,1600,3100,0.227,0.165,26.99,27.15,7.15,11.76,27.05,31.11,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1747,80,33,155,177,4,3,14,13,0,0,10,0,0,3,0,11,4,0,2,0,0,0,2,2,50,67,7.06,23.6,5,6,18,26,141,194,4,12,2.87792,3.48112,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0]"
Sn,I,26.96678526,42.65885747,118.71,126.90447,2875,457.3,58,7.7,14,17,139,139,7310,4940,1.24,0,1.96,2.66,7.34392,10.45126,0,1.062,-3.96104709,-1.505402418,4.052840562,4.414518159,5.106259136,5.561944354,0,0,33.285,43.015,2600,4900,1600,4800,0.227,0.214,26.99,54.43,7.15,7.76,27.05,42.51,0,0,0,0,0,0,1,0,0,0,0,1,505.08,386.85,80,96,155,0,4,1,14,17,0,0,10,10,0,0,0,0,4,1,2,5,0,0,2,2,50,53,7.06,5.025,5,5,18,0,141,64,4,1,2.87792,2.81108,"[1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,In,26.96678526,26.08265816,118.71,114.818,2875,2345,58,0,14,13,139,142,7310,7310,1.24,1.17,1.96,1.78,7.34392,5.78636,0,0,-3.96104709,-2.66680196,4.052840562,3.647317727,5.106259136,4.595332379,0,0,33.285,24.26,2600,3300,1600,2000,0.227,0.233,26.99,26.74,7.15,3.291,27.05,26.14,0,0,0,0,0,0,1,1,0,0,0,0,505.08,429.75,80,75,155,155,4,5,14,13,0,0,10,10,0,0,0,0,4,5,2,1,0,0,2,2,50,49,7.06,9.65,5,5,18,0,141,139,4,12,2.87792,3.33944,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Lu,26.96678526,29.52403191,118.71,174.9668,2875,3675,58,48,14,3,139,187,7310,9841,1.24,1.24,1.96,1.27,7.34392,5.42586,0,0,-3.96104709,-4.52300002,4.052840562,3.864860763,5.106259136,4.869419431,0,0.0022471,33.285,28.865,2600,9500,1600,3100,0.227,0.154,26.99,26.86,7.15,18.65,27.05,29.52,0,0,0,1,0,1,1,1,0,0,0,0,505.08,1936,80,41,155,175,4,9,14,17,0,9,10,1,0,0,0,14,4,0,2,0,0,0,2,2,50,71,7.06,21.9,5,6,18,27,141,194,4,12,2.87792,3.40931,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Mn,26.96678526,12.21270447,118.71,54.938045,2875,2334,58,120,14,7,139,139,7310,7470,1.24,1.61,1.96,1.55,7.34392,7.43402,0,0,-3.96104709,-9.02056525,4.052840562,2.757836487,5.106259136,3.474656242,0,3.10E-04,33.285,10.48758621,2600,1600,1600,1800,0.227,0.479,26.99,26.32,7.15,12.91,27.05,12.2,0,0,0,1,0,0,1,1,0,0,0,0,505.08,1519,80,52,155,132,4,5,14,7,0,5,10,5,0,0,0,0,4,0,2,0,0,0,2,2,50,25,7.06,9.4,5,4,18,78,141,217,4,5.24138,2.87792,2.27619,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Nd,26.96678526,34.16905488,118.71,144.242,2875,3373,58,32,14,3,139,201,7310,7010,1.24,1.2,1.96,1.14,7.34392,5.525,0,0,-3.96104709,-4.76235134,4.052840562,4.1138142,5.106259136,5.183081107,0,0,33.285,34.81,2600,9500,1600,3100,0.227,0.19,26.99,27.45,7.15,7.14,27.05,34.2,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1294,80,19,155,182,4,10,14,6,0,0,10,0,0,10,0,4,4,0,2,0,0,0,2,2,50,60,7.06,31.4,5,6,18,16,141,194,4,12,2.87792,3.6671,"[1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0]"
Sn,Ne,26.96678526,37232.18569,118.71,20.1791,2875,26.92,58,0,14,18,139,58,7310,0.9,1.24,0,1.96,0,7.34392,21.56454,0,13.088,-3.96104709,0.09403567,4.052840562,2.934893568,5.106259136,3.697734186,0,0,33.285,12.64,2600,0,1600,0,0.227,1.03,26.99,20.786,7.15,0.164,27.05,23.09,0,0,0,0,0,0,1,0,0,0,0,1,505.08,24.56,80,99,155,0,4,0,14,8,0,0,10,0,0,0,0,0,4,0,2,6,0,0,2,2,50,10,7.06,0.39432,5,2,18,0,141,225,4,12,2.87792,3.04326,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Np,26.96678526,19.24483901,118.71,237,2875,4273,58,0,14,3,139,190,7310,20450,1.24,0,1.96,1.36,7.34392,6.2657,0,0,-3.96104709,-12.94031436,4.052840562,3.329442683,5.106259136,4.194834921,0,0,33.285,18.45375,2600,0,1600,0,0.227,0,26.99,0,7.15,3.2,27.05,19.22,0,0,0,0,0,1,1,1,0,0,0,0,505.08,917,80,22,155,175,4,19,14,7,0,9,10,1,0,10,0,4,4,0,2,0,0,0,2,2,50,93,7.06,24.8,5,7,18,0,141,62,4,4,2.87792,2.48626,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
Sn,P,26.96678526,28.21412182,118.71,30.973762,2875,553.5,58,11,14,15,139,107,7310,1823,1.24,1.65,1.96,2.19,7.34392,10.48669,0,1.625,-3.96104709,-5.400509043,4.052840562,3.560590636,5.106259136,4.486063093,0,0,33.285,22.5702381,2600,2000,1600,5100,0.227,0.769,26.99,23.824,7.15,18.54,27.05,18.99,0,0,0,0,0,0,1,0,0,0,0,1,505.08,317.3,80,83,155,102,4,3,14,5,0,0,10,0,0,0,0,0,4,3,2,3,0,0,2,2,50,15,7.06,3.63,5,3,18,0,141,2,4,3,2.87792,2.21377,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0]"
Sn,Pa,26.96678526,24.96116063,118.71,231.03586,2875,4273,58,0,14,3,139,200,7310,15370,1.24,0,1.96,1.5,7.34392,5.89,0,0,-3.96104709,-9.49741247,4.052840562,3.692852039,5.106259136,4.652702018,0,0,33.285,25.18,2600,0,1600,0,0.227,0,26.99,0,7.15,12.34,27.05,24.94,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1845,80,18,155,165,4,21,14,5,0,9,10,1,0,12,0,2,4,0,2,0,0,0,2,2,50,91,7.06,25.4,5,7,18,0,141,139,4,12,2.87792,3.29125,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Rh,26.96678526,13.72550981,118.71,102.9055,2875,3968,58,380,14,9,139,142,7310,12450,1.24,1.76,1.96,2.28,7.34392,7.4589,0,0,-3.96104709,-7.25364552,4.052840562,3.010334727,5.106259136,3.79278409,0,0,33.285,13.64,2600,3200,1600,8000,0.227,0.243,26.99,24.98,7.15,26.59,27.05,11.58,0,0,0,1,0,0,1,1,0,0,0,0,505.08,2237,80,59,155,132,4,3,14,9,0,2,10,8,0,0,0,0,4,0,2,0,0,1,2,1,50,45,7.06,8.6,5,5,18,150,141,225,4,12,2.87792,2.72142,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
Sn,Sb,26.96678526,30.19142344,118.71,121.76,2875,1860,58,42,14,15,139,139,7310,6697,1.24,1.26,1.96,2.05,7.34392,8.60839,0,0,-3.96104709,-4.11736234,4.052840562,3.981581991,5.106259136,5.016478962,0,0,33.285,31.56,2600,7900,1600,3400,0.227,0.207,26.99,25.23,7.15,19.79,27.05,30.21,0,0,0,0,0,0,1,1,0,1,0,0,505.08,903.78,80,85,155,155,4,3,14,15,0,0,10,10,0,0,0,0,4,3,2,3,0,0,2,2,50,51,7.06,6.6,5,5,18,20,141,166,4,3,2.87792,2.95449,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Sm,26.96678526,33.95681901,118.71,150.36,2875,2076,58,38,14,3,139,198,7310,7353,1.24,1.21,1.96,1.17,7.34392,5.6437,0,0,-3.96104709,-4.713379635,4.052840562,4.050607032,5.106259136,5.103445064,0,0,33.285,33.23,2600,9500,1600,3100,0.227,0.196,26.99,29.54,7.15,8.62,27.05,33.14,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1345,80,23,155,185,4,8,14,8,0,0,10,0,0,8,0,6,4,0,2,0,0,0,2,2,50,62,7.06,28.8,5,6,18,20,141,166,4,12,2.87792,3.61456,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0]"
Sn,Sr,26.96678526,55.32313078,118.71,87.62,2875,1655,58,0,14,2,139,195,7310,2630,1.24,0.84,1.96,0.95,7.34392,5.69485,0,0,-3.96104709,-1.6828136,4.052840562,4.768954732,5.106259136,6.008506453,0,0,33.285,54.23,2600,4200,1600,3000,0.227,0.306,26.99,26.79,7.15,7.43,27.05,56.08,0,1,0,0,0,0,1,1,0,0,0,0,505.08,1050,80,8,155,212,4,0,14,2,0,0,10,0,0,0,0,0,4,0,2,0,0,0,2,2,50,38,7.06,25.55,5,5,18,6.1,141,225,4,12,2.87792,4.26546,"[1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0]"
Sn,Te,26.96678526,33.95668872,118.71,127.6,2875,1261,58,65,14,16,139,138,7310,6240,1.24,0,1.96,2.1,7.34392,9.0096,0,0.464,-3.96104709,-3.141302507,4.052840562,4.111975037,5.106259136,5.180763906,0,0,33.285,34.76333333,2600,2900,1600,4900,0.227,0.202,26.99,25.73,7.15,17.38,27.05,33.94,0,0,0,0,0,0,1,0,0,1,0,0,505.08,722.66,80,90,155,140,4,2,14,16,0,0,10,10,0,0,0,0,4,2,2,4,0,0,2,2,50,52,7.06,5.5,5,5,18,16,141,152,4,2,2.87792,2.89227,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Sn,V,26.96678526,13.84489822,118.71,50.9415,2875,3680,58,160,14,5,139,153,7310,6110,1.24,1.64,1.96,1.63,7.34392,6.74619,0,0,-3.96104709,-8.93926069,4.052840562,2.963255488,5.106259136,3.733467966,0,0,33.285,13.01,2600,3300,1600,3400,0.227,0.489,26.99,24.89,7.15,21.5,27.05,13.88,0,0,0,1,0,0,1,1,0,0,0,0,505.08,2183,80,46,155,134,4,7,14,5,0,7,10,3,0,0,0,0,4,0,2,0,0,0,2,2,50,23,7.06,12.4,5,4,18,47,141,229,4,8,2.87792,2.59229,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
Sn,Xe,26.96678526,36952.92402,118.71,131.293,2875,165,58,0,14,18,139,140,7310,5.9,1.24,0,1.96,2.6,7.34392,12.12984,0,6.456,-3.96104709,0.04873128,4.052840562,4.751892136,5.106259136,5.987008929,0,0,33.285,53.65,2600,0,1600,0,0.227,0.158,26.99,20.786,7.15,2.27,27.05,57.83,0,0,0,0,0,0,1,0,0,0,0,1,505.08,161.3,80,102,155,0,4,0,14,18,0,0,10,10,0,0,0,0,4,0,2,6,0,0,2,2,50,54,7.06,4.044,5,5,18,0,141,225,4,12,2.87792,4.85032,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Sn,Yb,26.96678526,43.73967194,118.71,173.054,2875,1469,58,31,14,3,139,187,7310,6570,1.24,0.92,1.96,1.26,7.34392,6.25416,0,0,-3.96104709,-1.47410408,4.052840562,4.086451411,5.106259136,5.148606152,0,0,33.285,34.12,2600,9500,1600,3100,0.227,0.155,26.99,26.74,7.15,7.66,27.05,41.17,0,0,0,0,0,1,1,1,0,0,0,0,505.08,1092,80,39,155,190,4,0,14,16,0,0,10,0,0,0,0,14,4,0,2,0,0,0,2,2,50,70,7.06,20.9,5,6,18,9.9,141,225,4,12,2.87792,3.8532,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0]"
